s_district_id,s_state_id,district_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,cnt_students,cnt_teachers,cnt_schools,info_setting,ratio_teach,dist_type,biz_phone,X.1
1704050,14-016-1040-02,SUMMIT SD 104,6021 S 74th Ave,Summit,IL,60501,60501-1500,USA,Cook,708,17031,NA,1600,CST,Y,41.7806,41.782835,-87.8151,-87.805793,1729,106,5,Suburb: Large,16.4,Regular School District,(708) 458-0505,
1738370,14-016-1710-02,SUNNYBROOK SD 171,19266 Burnham Ave,Lansing,IL,60438,60438-3822,USA,Cook,708,17031,NA,1600,CST,Y,41.5664,41.545534,-87.5518,-87.539353,1130,68,2,Suburb: Large,16.5,Regular School District,(708) 895-0750,
1738400,14-016-0290-02,SUNSET RIDGE SD 29,525 Sunset Ridge Rd,Northfield,IL,60093,60093-1025,USA,Cook,847,17031,NA,1600,CST,Y,42.1029,42.106643,-87.7571,-87.790012,515,49,2,Suburb: Large,10.4,Regular School District,(847) 881-9456,
1738460,16-019-4270-26,SYCAMORE CUSD 427,245 W Exchange St,Sycamore,IL,60178,60178-1406,USA,DeKalb,815,17037,NA,1600,CST,Y,42.0146,41.990062,-88.6891,-88.68676,3713,227,6,Suburb: Small,16.3,Regular School District,(815) 899-8103,
1738520,56-099-0900-02,TAFT SD 90,1605 S Washington St,Lockport,IL,60441,60441-4241,USA,Will,815,17197,NA,1600,CST,Y,41.5894,41.581217,-88.0576,-88.058192,346,21,1,Suburb: Large,16.5,Regular School District,(815) 838-0408,
1738550,30-073-0050-02,TAMAROA SCHOOL DIST 5,PO BOX 175,Tamaroa,IL,62888,62888-0175,USA,Perry,618,17145,NA,NA,CST,Y,38.1475,38.137828,-89.2103,-89.2300807,139,10,1,Rural: Distant,13.8,Regular School District,(618) 496-5513,
1738700,10-011-0030-26,TAYLORVILLE CUSD 3,512 W Spresser St,Taylorville,IL,62568,62568-1849,USA,Christian,217,17021,NA,NA,CST,Y,39.5521,39.552565,-89.3216,-89.300198,2923,162,8,Town: Distant,18.1,Regular School District,(217) 824-4951,
1700309,53-000-0000-46,TAZEWELL CO AREA EFE RDS,PO BOX 489,Pekin,IL,61555,61555-0489,USA,Tazewell,309,17179,6120,NA,CST,Y,40.5672,40.57,-89.6449,-89.64,0,NA,1,Suburb: Midsize,,Regional District,(309) 353-5011,
1700209,53-000-0000-00,TAZEWELL ROE,"414 Court St, #104",Pekin,IL,61554,61554-3201,USA,Tazewell,309,17179,6120,NA,CST,Y,40.5452,40.569065,-89.6011,-89.646624,1,10,2,Suburb: Midsize,0.1,Regional District,(309) 477-2290,
1700091,53-090-3090-61,TAZEWELL-MASON CNTYS SP ED ASSOC,300 Cedar St,Pekin,IL,61554,61554-2576,USA,Tazewell,309,17179,6120,NA,CST,Y,40.5452,40.572494,-89.6011,-89.608052,0,13,1,Suburb: Midsize,,Regional District,(309) 347-5164,
1700037,19-022-5020-40,TECHNOLOGY CENTER OF DUPAGE,301 S Swift Rd,Addison,IL,60101,60101-1448,USA,DuPage,630,17043,NA,1600,CST,Y,41.9314,41.926013,-88.011,-88.042014,0,46,1,Suburb: Large,,Regional District,(630) 620-8770,
1738760,03-025-0500-26,TEUTOPOLIS CUSD 50,PO BOX 607,Teutopolis,IL,62467,62467-0607,USA,Effingham,217,17049,NA,NA,CST,Y,39.1301,39.1330967,-88.4695,-88.4719918,1256,77,4,Town: Remote,16.4,Regular School District,(217) 857-3535,
1738790,09-010-1300-04,THOMASBORO CCSD 130,201 N Phillips St,Thomasboro,IL,61878,61878-9784,USA,Champaign,217,17019,1400,NA,CST,Y,40.2354,40.239871,-88.1715,-88.186146,201,15,1,Town: Fringe,13.8,Regular School District,(217) 643-3275,
1701382,21-028-1740-26,THOMPSONVILLE CUSD 174,21191 Shawneetown Rd,Thompsonville,IL,62890,,USA,Franklin,618,17055,NA,NA,CST,Y,37.8635,37.91862,-88.7619,-88.765352,305,28,2,Rural: Distant,11,Regular School District,(618) 627-2446,
1738940,14-016-2150-17,THORNTON FRACTIONAL TWP HSD 215,1601 Wentworth Ave,Calumet City,IL,60409,60409-6309,USA,Cook,708,17031,NA,1600,CST,Y,41.6123,41.586378,-87.5504,-87.529642,3447,216,2,Suburb: Large,15.9,Regular School District,(708) 585-2309,
1738910,14-016-1540-02,THORNTON SD 154,200 N Wolcott St,Thornton,IL,60476,60476-1254,USA,Cook,708,17031,NA,1600,CST,Y,41.5683,41.569693,-87.6041,-87.614707,264,19,1,Suburb: Large,13.9,Regular School District,(708) 877-5160,
1738970,14-016-2050-17,THORNTON TWP HSD 205,465 E 170th St,South Holland,IL,60473,60473-3400,USA,Cook,708,17031,NA,1600,CST,Y,41.5964,41.586217,-87.6014,-87.605886,6622,400,3,Suburb: Large,16.6,Regular School District,(708) 225-4000,
1700308,56-099-7110-45,THREE RIVERS EFE SYSTEM,"214 N Ottawa St, #309",Joliet,IL,60432,60432-4007,USA,Will,815,17197,NA,1600,CST,Y,41.5399,41.528828,-88.0437,-88.082986,,NA,0,City: Midsize,,Regional District,(815) 727-2714,
1739030,14-016-1460-04,TINLEY PARK CCSD 146,6611 171st St,Tinley Park,IL,60477,60477-3514,USA,Cook,708,17031,NA,1600,CST,Y,41.5674,41.580471,-87.7927,-87.781149,2413,165,6,Suburb: Large,14.6,Regular School District,(708) 614-4500,
1739120,09-010-0070-26,TOLONO CUSD 7,PO BOX S,Tolono,IL,61880,61880-1119,USA,Champaign,217,17019,1400,NA,CST,Y,39.9892,39.9861415,-88.2421,-88.2589387,1648,116,4,Rural: Fringe,14.3,Regular School District,(217) 485-6510,
1739180,35-050-0790-04,TONICA CCSD 79,535 N 1981st Rd,Tonica,IL,61370,61370-9660,USA,La Salle,815,17099,NA,NA,CST,Y,41.2206,41.220537,-89.0553,-89.057405,203,19,1,Rural: Distant,10.9,Regular School District,(815) 442-3420,
1730450,14-016-2110-17,TOWNSHIP HSD 211,1750 S Roselle Rd,Palatine,IL,60067,60067-7336,USA,Cook,847,17031,NA,1600,CST,Y,42.1096,42.081381,-88.0556,-88.078004,12833,801,7,City: Small,16,Regular School District,(847) 755-6600,
1704170,14-016-2140-17,TOWNSHIP HSD 214,2121 S Goebbert Rd,Arlington Heights,IL,60005,60005-4205,USA,Cook,847,17031,NA,1600,CST,Y,42.0678,42.046824,-87.9897,-87.974674,12388,750,10,Suburb: Large,16.5,Regular School District,(847) 718-7600,
1739390,53-090-7020-26,TREMONT CUSD 702,400 W Pearl St,Tremont,IL,61568,61568-8500,USA,Tazewell,309,17179,6120,NA,CST,Y,40.4817,40.528033,-89.4923,-89.496272,982,69,3,Rural: Fringe,14.2,Regular School District,(309) 925-3461,
1739450,51-084-0010-26,TRI CITY CUSD 1,PO BOX 290,Buffalo,IL,62515,62515-0290,USA,Sangamon,217,17167,7880,NA,CST,Y,39.8448,39.852547,-89.3474,-89.4087032,623,39,3,Rural: Distant,16,Regular School District,(217) 364-4811,
1739480,17-053-006J-26,TRI POINT CUSD 6-J,PO BOX 128,Kempton,IL,60946,60946-0128,USA,Ford,815,17053,NA,NA,CST,Y,40.8894,40.9355888,-88.1882,-88.237273,555,48,3,Rural: Distant,11.6,Regular School District,(815) 253-6299,
1713920,17-064-0030-26,TRI VALLEY CUSD 3,410 E Washington St,Downs,IL,61736,61736-9380,USA,McLean,309,17113,1040,NA,CST,Y,40.3412,40.39647,-88.8634,-88.868308,1090,81,3,Rural: Fringe,13.4,Regular School District,(309) 378-2351,
1700052,30-039-1860-61,TRI-COUNTY SP ED JNT AGREEMENT,1725 Shomaker Dr,Murphysboro,IL,62966,62966-2507,USA,Jackson,618,17077,NA,NA,CST,Y,37.776,37.756743,-89.3234,-89.341479,0,45,4,Town: Remote,,Regional District,(618) 684-2109,
1739460,17-064-0070-61,TRI-COUNTY SPEC EDUC ASSOC,105 E Hamilton Rd,Bloomington,IL,61704,61704-7574,USA,McLean,309,17113,1040,NA,CST,Y,40.4795,40.45016,-88.986,-88.991836,,NA,0,City: Small,,Regional District,(309) 828-5231,
1737350,41-057-0020-26,TRIAD CUSD 2,203 E Throp St,Troy,IL,62294,62294-1231,USA,Madison,618,17119,7040,NA,CST,Y,38.7029,38.731854,-89.8788,-89.880982,3767,234,7,Rural: Fringe,16.1,Regular School District,(618) 667-8851,
1708250,30-039-1760-26,TRICO CUSD 176,PO BOX 220,Campbell Hill,IL,62916,62916-0220,USA,Jackson,618,17077,NA,NA,CST,Y,37.9147,37.9300513,-89.5934,-89.5489852,989,57,3,Rural: Distant,17.4,Regular School District,(618) 426-1111,
1710830,46-069-0270-26,TRIOPIA CUSD 27,2204 Concord Arenzville Rd,Concord,IL,62631,62631-5017,USA,Morgan,217,17137,NA,NA,CST,Y,39.8273,39.840886,-90.3721,-90.373205,429,34,2,Rural: Distant,12.6,Regular School District,(217) 457-2283,
1739510,56-099-030C-04,TROY CCSD 30C,5800 W Theodore St,Plainfield,IL,60586,60586-5269,USA,Will,815,17197,NA,1600,CST,Y,41.5677,41.550203,-88.2106,-88.22221,4354,256,7,Rural: Fringe,17,Regular School District,(815) 577-6760,
1739600,11-021-3010-26,TUSCOLA CUSD 301,409 S Prairie St,Tuscola,IL,61953,61953-1770,USA,Douglas,217,17041,NA,NA,CST,Y,39.8153,39.796597,-88.2838,-88.27321,1012,83,3,Town: Distant,12.1,Regular School District,(217) 253-4241,
1700243,12-000-0000-46,TWIN RIVERS CAREER & TECH ED SYS,"301 S Cross St, #235",Robinson,IL,62454,62454-2136,USA,Crawford,618,17033,NA,NA,CST,Y,39.0131,39.003981,-87.7657,-87.739412,0,1,2,Town: Distant,,Regional District,(618) 544-8664,
1700293,46-009-0150-46,TWO RIVERS CAREER EDUC SYSTEM,"113 E Main St, #2",Beardstown,IL,62618,62618-1238,USA,Cass,217,17017,NA,NA,CST,Y,39.9762,40.018032,-90.4107,-90.434738,,NA,0,Town: Remote,,Regional District,(217) 323-4711,
1719080,34-049-1130-17,TWP HSD 113,1040 Park Ave W,Highland Park,IL,60035,60035-2257,USA,Lake,847,17097,NA,1600,CST,Y,42.1809,42.18873,-87.8101,-87.816699,3691,251,2,Suburb: Large,14.7,Regular School District,(224) 765-1000,
1739780,14-016-0860-02,UNION RIDGE SD 86,4600 N Oak Park Ave,Harwood Heights,IL,60706,60706-4823,USA,Cook,773,17031,NA,1600,CST,Y,41.9637,41.964883,-87.8165,-87.797865,598,37,1,Suburb: Large,16.1,Regular School District,(708) 867-5822,
1739660,56-099-0810-02,UNION SD 81,1661 Cherry Hill Rd,Joliet,IL,60433,60433-8508,USA,Will,815,17197,NA,1600,CST,Y,41.4975,41.497151,-88.0498,-88.023242,125,12,1,Rural: Fringe,10.1,Regular School District,(815) 726-5218,
1700321,27-094-3040-26,UNITED CUSD 304,101 N Holloway St,Alexis,IL,61412,61412-8907,USA,Mercer,309,17131,NA,NA,CST,Y,41.0552,41.064358,-90.5431,-90.5594743,949,70,4,Rural: Distant,13.5,Regular School District,(309) 482-3344,
1700083,49-081-0300-41,UNITED TWP AREA CAREER CTR,1275 Avenue of the Cities,East Moline,IL,61244,61244-4145,USA,Rock Island,309,17161,1960,NA,CST,Y,41.5228,41.490337,-90.3951,-90.432995,0,12,1,Suburb: Large,,Regional District,(309) 752-1691,
1739870,49-081-0300-17,UNITED TWP HSD 30,1275 Avenue of the Cities,East Moline,IL,61244,61244-4145,USA,Rock Island,309,17161,1960,NA,CST,Y,41.5228,41.490337,-90.3951,-90.432995,1725,91,1,Suburb: Large,18.9,Regular School District,(309) 752-1611,
1739930,30-039-1400-04,UNITY POINT CCSD 140,4033 S Illinois Ave,Carbondale,IL,62903,62903-8375,USA,Jackson,618,17077,NA,NA,CST,Y,37.7305,37.670789,-89.21,-89.230445,671,51,1,Town: Remote,13.2,Regular School District,(618) 529-4151,
1700100,65-108-9020-80,UNIVERSITY OF ILL LAB SCHOOL,1212 W Springfield Ave,Urbana,IL,61801,61801-2909,USA,Champaign,217,17019,1400,NA,CST,Y,40.1093,40.112936,-88.2119,-88.224325,0,11,1,City: Small,,State District,(217) 333-2870,
1739960,09-010-1160-22,URBANA SD 116,PO BOX 3039,Urbana,IL,61803,61803-3039,USA,Champaign,217,17019,1400,NA,CST,Y,40.1111,40.11,-88.2008,-88.2099999,4082,340,9,City: Small,12,Regular School District,(217) 384-3636,
1738490,22-029-0020-26,V I T CUSD 2,1502 U.S. 136,Ipava,IL,61441,61482-9705,USA,Fulton,309,17057,NA,NA,CST,Y,40.364,40.3567484,-90.2765,-90.4179099,398,36,3,Rural: Remote,11,Regular School District,(309) 758-5138,
1700278,31-000-0000-46,VALLEY EDUC FOR EMPLOY SYSTEM,RT 47/WAUBONSEE DR,SUGAR GROVE,IL,60554,,USA,Kane,630,17089,NA,1600,CST,Y,41.7828,NA,-88.4458,NA,,NA,0,Rural: Fringe,,Regional District,(630) 466-2905,
1740070,56-099-365U-26,VALLEY VIEW CUSD 365U,755 Luther Dr,Romeoville,IL,60446,60446-1156,USA,Will,815,17197,NA,1600,CST,Y,41.6499,41.659491,-88.0888,-88.086174,18145,1114,20,Suburb: Large,16.3,Regular School District,(815) 886-2700,
1740080,45-067-0030-26,VALMEYER CUSD 3,300 S Cedar Bluff Dr,Valmeyer,IL,62295,,USA,Monroe,618,17133,7040,NA,CST,Y,38.2838,38.309833,-90.3044,-90.279238,532,41,3,Rural: Distant,13,Regular School District,(618) 935-2100,
1740140,03-026-2030-26,VANDALIA CUSD 203,1109 N 8th St,Vandalia,IL,62471,62471-1240,USA,Fayette,618,17051,NA,NA,CST,Y,38.8752,38.971836,-89.1076,-89.100298,1719,100,4,Town: Remote,17.2,Regular School District,(618) 283-4525,
1740200,41-057-0030-26,VENICE CUSD 3,300 4th St,Venice,IL,62090,62090-1015,USA,Madison,618,17119,7040,NA,CST,Y,38.6693,38.661169,-90.1689,-90.167742,73,9,1,Suburb: Large,7.8,Regular School District,(618) 274-7953,
1740220,54-092-8010-60,VERMILION ASSOC FOR SPEC EDUC,15009 Catlin Tilton Rd,Danville,IL,61834,61834-5176,USA,Vermilion,217,17183,NA,NA,CST,Y,40.1042,40.100597,-87.579,-87.66046,0,19,1,Rural: Fringe,,Regional District,(217) 443-8273,
1700304,54-092-7400-45,VERMILION VOC ED DELIVER SYSTEM,15009 Catlin Tilton Rd,Danville,IL,61834,61834-5176,USA,Vermilion,217,17183,NA,NA,CST,Y,40.1042,40.100597,-87.579,-87.66046,0,NA,1,Rural: Fringe,,Regional District,(217) 443-8742,
1700211,54-000-0000-00,VERMILLION ROE,200 S College St,Danville,IL,61832,61832-6700,USA,Vermilion,217,17183,NA,NA,CST,Y,40.1365,40.121573,-87.6307,-87.625037,0,NA,2,Rural: Fringe,,Regional District,(217) 431-2668,
1740290,02-044-1330-17,VIENNA HSD 133,601 N 1st St,Vienna,IL,62995,62995-1603,USA,Johnson,618,17087,NA,NA,CST,Y,37.4222,37.420369,-88.8823,-88.893355,405,25,1,Rural: Distant,16.5,Regular School District,(618) 658-4461,
1740260,02-044-0550-02,VIENNA SD 55,PO BOX 427,Vienna,IL,62995,62995-0427,USA,Johnson,618,17087,NA,NA,CST,Y,37.4222,37.4153295,-88.8823,-88.8978434,429,28,1,Rural: Distant,15.3,Regular School District,(618) 658-8638,
1740320,11-021-3020-26,VILLA GROVE CUSD 302,400 N Sycamore St,Villa Grove,IL,61956,61956-9771,USA,Douglas,217,17041,NA,NA,CST,Y,39.8993,39.870414,-88.1738,-88.160554,671,44,3,Rural: Distant,15.4,Regular School District,(217) 832-2261,
1740380,40-056-0040-26,VIRDEN CUSD 4,231 W Fortune St,Virden,IL,62690,62690-1228,USA,Macoupin,217,17117,NA,NA,CST,Y,39.5001,39.506662,-89.8147,-89.770326,949,48,3,Town: Fringe,19.6,Regular School District,(217) 965-4226,
1740410,46-009-0640-26,VIRGINIA CUSD 64,651 S Morgan St,Virginia,IL,62691,62691-1547,USA,Cass,217,17017,NA,NA,CST,Y,39.9268,39.94677,-90.2187,-90.217059,410,33,3,Rural: Remote,12.6,Regular School District,(217) 452-3085,
1718480,14-016-1470-02,W HARVEY-DIXMOOR PSD 147,191 W 155th Pl,Harvey,IL,60426,60426-3413,USA,Cook,708,17031,NA,1600,CST,Y,41.6125,41.60735,-87.6495,-87.66707,1419,86,4,Suburb: Large,16.4,Regular School District,(708) 339-9500,
1740480,20-097-8010-60,WABASH & OHIO VALLEY SP ED DIST,PO BOX 320,Norris City,IL,62869,62869-0320,USA,White,618,17193,NA,NA,CST,Y,37.9739,37.9811576,-88.3193,-88.3292103,0,35,1,Rural: Distant,,Regional District,(618) 378-2131,
1740470,20-093-3480-26,WABASH CUSD 348,218 W 13th St,Mt Carmel,IL,62863,62863-1243,USA,Wabash,618,17185,NA,NA,CST,Y,38.4145,38.42003,-87.8638,-87.769312,1810,115,4,Town: Distant,15.7,Regular School District,(618) 262-4181,
1740530,35-050-1950-04,WALLACE CCSD 195,1463 N 33rd Rd,Ottawa,IL,61350,61350-9622,USA,La Salle,815,17099,NA,NA,CST,Y,41.4349,41.411648,-88.8687,-88.881118,323,23,1,Rural: Distant,14.2,Regular School District,(815) 433-2986,
1740620,35-050-1850-04,WALTHAM CCSD 185,946 N 33rd Rd,North Utica,IL,61373,61373-9622,USA,La Salle,815,17099,NA,NA,CST,Y,41.3954,41.411054,-88.9927,-88.98265,239,16,1,Rural: Distant,14.6,Regular School District,(815) 667-4417,
1740650,25-041-0010-26,WALTONVILLE CUSD 1,804 W Knob St,Waltonville,IL,62894,62894-2812,USA,Jefferson,618,17081,NA,NA,CST,Y,38.2549,38.213669,-89.0404,-89.050441,383,30,2,Rural: Distant,13,Regular School District,(618) 279-7211,
1740740,08-043-2050-26,WARREN CUSD 205,311 S Water St,Warren,IL,61087,61087-9360,USA,Jo Daviess,815,17085,NA,NA,CST,Y,42.4803,42.494502,-89.9855,-89.989596,455,40,3,Rural: Remote,11.4,Regular School District,(815) 745-2653,
1740800,34-049-1210-17,WARREN TWP HSD 121,17962 W Gages Lake Rd,Gages Lake,IL,60030,60030-2836,USA,Lake,847,17097,NA,1600,CST,Y,42.3279,42.353275,-88.0546,-87.982126,4213,244,1,Suburb: Midsize,17.3,Regular School District,(847) 662-1400,
1740830,39-055-0110-26,WARRENSBURG-LATHAM CUSD 11,430 E North St,Warrensburg,IL,62573,62573-9776,USA,Macon,217,17115,2040,NA,CST,Y,39.9621,39.933366,-89.0863,-89.05832,1090,70,2,Rural: Fringe,15.6,Regular School District,(217) 672-3514,
1740890,26-034-3160-26,WARSAW CUSD 316,340 S 11 St,Warsaw,IL,62379,62379-1431,USA,Hancock,217,17067,NA,NA,CST,Y,40.3425,40.355083,-91.4233,-91.429299,497,41,2,Rural: Fringe,12.1,Regular School District,(217) 256-4282,
1740980,53-090-3080-16,WASHINGTON CHSD 308,115 Bondurant St,Washington,IL,61571,61571-2448,USA,Tazewell,309,17179,6120,NA,CST,Y,40.703,40.703618,-89.4173,-89.419394,1138,74,1,Suburb: Midsize,15.4,Regular School District,(309) 444-7704,
1741040,53-090-0520-02,WASHINGTON SD 52,303 Jackson St,Washington,IL,61571,61571-1473,USA,Tazewell,309,17179,6120,NA,CST,Y,40.703,40.709215,-89.4173,-89.410758,805,54,2,Suburb: Midsize,15,Regular School District,(309) 444-4182,
1741070,45-067-0050-26,WATERLOO CUSD 5,219 Park St,Waterloo,IL,62298,62298-1305,USA,Monroe,618,17133,7040,NA,CST,Y,38.3034,38.332829,-90.1358,-90.151645,2805,168,4,Rural: Fringe,16.7,Regular School District,(618) 939-3453,
1741190,34-049-1180-26,WAUCONDA CUSD 118,555 N Main St,Wauconda,IL,60084,60084-1229,USA,Lake,847,17097,NA,1600,CST,Y,42.2651,42.267814,-88.1403,-88.144808,4272,270,6,Suburb: Large,15.8,Regular School District,(847) 526-7690,
1741250,34-049-0600-26,WAUKEGAN CUSD 60,1201 N Sheridan Rd,Waukegan,IL,60085,60085-2081,USA,Lake,847,17097,NA,1600,CST,Y,42.3623,42.376663,-87.8552,-87.830371,17049,1065,24,Suburb: Large,16,Regular School District,(847) 336-3100,
1741280,46-069-0060-26,WAVERLY CUSD 6,201 N Miller St,Waverly,IL,62692,62692-1041,USA,Morgan,217,17137,NA,NA,CST,Y,39.5779,39.592744,-89.9206,-89.959774,384,37,2,Rural: Distant,10.5,Regular School District,(217) 435-8121,
1741360,20-096-1000-26,WAYNE CITY CUSD 100,PO BOX 457,Wayne City,IL,62895,62895-0457,USA,Wayne,618,17191,NA,NA,CST,Y,38.3069,38.345326,-88.55,-88.5878312,590,43,4,Rural: Remote,13.7,Regular School District,(618) 895-3103,
1741370,25-041-2040-17,WEBBER TWP HSD 204,PO BOX 110,Bluford,IL,62814,62814-0110,USA,Jefferson,618,17081,NA,NA,CST,Y,38.3872,38.3259938,-88.7558,-88.7438718,178,17,1,Rural: Distant,10.5,Regular School District,(618) 732-6121,
1739420,13-014-0030-26,WESCLIN CUSD 3,10003 IL-160,Trenton,IL,62293,62293-2624,USA,Clinton,618,17027,7040,NA,CST,Y,38.6397,38.569371,-89.6153,-89.686691,1414,85,6,Town: Fringe,16.6,Regular School District,(618) 224-7583,
1700310,08-008-3140-26,WEST CARROLL CUSD 314,801 South St,Thomson,IL,61285,61285-7500,USA,Carroll,815,17015,NA,NA,CST,Y,41.9768,41.956821,-90.0511,-90.099539,1429,102,4,Town: Distant,14,Regular School District,(815) 259-2735,
1700319,27-036-2350-26,WEST CENTRAL CUSD 235,RR 1 BOX 72,BIGGSVILLE,IL,61418,61418-9711,USA,Henderson,309,17071,NA,NA,CST,Y,40.8482,NA,-90.8479,NA,1037,82,4,Rural: Remote,12.6,Regular School District,(309) 627-2371,
1700272,26-062-0000-61,WEST CENTRAL ILL SPEC EDUC COOP,"130 S Lafayette St, #201",Macomb,IL,61455,61455-2230,USA,McDonough,309,17109,NA,NA,CST,Y,40.4584,40.458059,-90.6706,-90.671886,0,40,2,Rural: Distant,,Regional District,(309) 837-3911,
1700231,01-000-0000-46,WEST CENTRAL REGIONAL SYSTEM,219 Baldwin Dr,Quincy,IL,62301,62301-4430,USA,Adams,217,17001,NA,NA,CST,Y,39.9317,39.927726,-91.2953,-91.362878,,NA,0,Town: Remote,,Regional District,(217) 224-3775,
1741550,19-022-0330-02,WEST CHICAGO ESD 33,312 E Forest Ave,West Chicago,IL,60185,60185-3528,USA,DuPage,630,17043,NA,1600,CST,Y,41.9,41.870948,-88.2142,-88.200318,4187,257,8,Suburb: Large,16.3,Regular School District,(630) 293-6000,
1741600,38-054-0920-04,WEST LINCOLN-BROADWELL ESD 92,2695 Woodlawn Rd,Lincoln,IL,62656,62656-9632,USA,Logan,217,17107,NA,NA,CST,Y,40.1352,40.157684,-89.3707,-89.405291,168,18,1,Rural: Fringe,9.3,Regular School District,(217) 732-2630,
1741700,14-016-0310-02,WEST NORTHFIELD SD 31,3131 Techny Rd,Northbrook,IL,60062,60062-5857,USA,Cook,847,17031,NA,1600,CST,Y,42.1255,42.116471,-87.8406,-87.85654,878,74,2,Suburb: Large,11.9,Regular School District,(847) 272-6880,
1700314,26-062-1030-26,WEST PRAIRIE CUSD 103,204 S Hun St,Colchester,IL,62326,62326-1129,USA,McDonough,309,17109,NA,NA,CST,Y,40.3545,40.424111,-90.7535,-90.791241,671,60,4,Rural: Distant,11.2,Regular School District,(309) 776-3180,
1741730,12-080-0020-26,WEST RICHLAND CUSD 2,PO BOX 157,Noble,IL,62868,62868-0157,USA,Richland,618,17159,NA,NA,CST,Y,38.7177,38.6975481,-88.2112,-88.223653,407,36,3,Rural: Distant,11.5,Regular School District,(618) 723-2334,
1741750,13-095-0100-26,WEST WASHINGTON CO CUD 10,PO BOX 27,Okawville,IL,62271,62271-0027,USA,Washington,618,17189,NA,NA,CST,Y,38.4375,38.4342163,-89.4767,-89.5503676,550,39,2,Rural: Distant,14.1,Regular School District,(618) 243-6454,
1741790,14-016-0925-02,WESTCHESTER SD 92-5,9981 Canterbury St,Westchester,IL,60154,60154-4424,USA,Cook,708,17031,NA,1600,CST,Y,41.8523,41.856095,-87.8855,-87.871883,1218,80,3,Suburb: Large,15.3,Regular School District,(708) 450-2700,
1700271,26-000-0000-46,WESTERN AREA CAREER SYSTEM 265,130 S Lafayette St,Macomb,IL,61455,61455-2230,USA,McDonough,309,17109,NA,NA,CST,Y,40.4584,40.458059,-90.6706,-90.671886,0,NA,2,Town: Remote,,Regional District,(309) 837-4821,
1701387,01-075-0120-26,WESTERN CUSD 12,401 McDonough St,Barry,IL,62312,62312-1031,USA,Pike,217,17149,NA,NA,CST,Y,39.7121,39.697083,-91.003,-91.04478,665,50,4,Rural: Remote,13.4,Regular School District,(217) 335-2323,
1741820,14-016-1010-02,WESTERN SPRINGS SD 101,4335 Howard Ave,Western Springs,IL,60558,60558-1221,USA,Cook,708,17031,NA,1600,CST,Y,41.8114,41.811373,-87.9019,-87.89493,1574,94,4,Suburb: Large,16.8,Regular School District,(708) 246-3700,
1741910,27-066-2030-26,WESTMER CUSD 203,PO BOX 436,Joy,IL,61260,61260-0436,USA,Mercer,309,17131,NA,NA,CST,Y,41.2442,41.1967002,-90.8417,-90.8804201,515,47,3,Rural: Distant,11,Regular School District,(309) 584-4173,
1710820,54-092-0020-26,WESTVILLE CUSD 2,125 W Ellsworth St,Westville,IL,61883,61883-1233,USA,Vermilion,217,17183,NA,NA,CST,Y,40.0417,40.050786,-87.6306,-87.63926,1250,80,3,Suburb: Small,15.6,Regular School District,(217) 267-3141,
1742060,28-037-2300-26,WETHERSFIELD CUSD 230,439 Willard St,Kewanee,IL,61443,61443-3717,USA,Henry,309,17073,1960,NA,CST,Y,41.2504,41.227883,-89.9568,-89.924705,685,41,2,Town: Distant,16.7,Regular School District,(309) 853-4860,
1742210,14-016-0210-04,WHEELING CCSD 21,999 W Dundee Rd,Wheeling,IL,60090,60090-3986,USA,Cook,847,17031,NA,1600,CST,Y,42.1311,42.138975,-87.9211,-87.94135,6845,478,12,Suburb: Large,14.3,Regular School District,(847) 537-8270,
1700305,55-098-0050-40,WHITESIDE AREA CAREER,1608 5th Ave,Sterling,IL,61081,61081-1360,USA,Whiteside,815,17195,NA,NA,CST,Y,41.8448,41.799585,-89.7366,-89.690582,0,11,1,Town: Distant,,Regional District,(815) 626-5810,
1700306,55-098-0050-46,WHITESIDE REGIONAL VOC SYSTEM,1608 5th Ave,Sterling,IL,61081,61081-1360,USA,Whiteside,815,17195,NA,NA,CST,Y,41.8448,41.799585,-89.7366,-89.690582,,NA,0,Town: Distant,,Regional District,(815) 626-5810,
1700212,55-000-0000-00,WHITESIDE ROE,1001 W 23rd St,Sterling,IL,61081,61081-9047,USA,Whiteside,815,17195,NA,NA,CST,Y,41.8448,41.808559,-89.7366,-89.709915,0,4,1,Rural: Fringe,,Regional District,(815) 625-1495,
1742300,50-082-1150-02,WHITESIDE SD 115,111 Warrior Way,Belleville,IL,62221,62221-5117,USA,Saint Clair,618,17163,7040,NA,CST,Y,38.5093,38.541867,-89.8955,-89.93931,1416,87,2,Suburb: Large,16.4,Regular School District,(618) 239-0000,
1700307,56-000-0000-40,WILCO AREA CAREER CENTER,500 Wilco Blvd,Romeoville,IL,60446,60446-3957,USA,Will,815,17197,NA,1600,CST,Y,41.6499,41.601464,-88.0888,-88.093674,0,14,1,Suburb: Large,,Regional District,(815) 838-6941,
1723730,56-099-0920-02,WILL COUNTY SD 92,708 N State St,Lockport,IL,60441,60441-2227,USA,Will,815,17197,NA,1600,CST,Y,41.5894,41.6053,-88.0576,-88.049125,1919,114,4,Rural: Fringe,16.8,Regular School District,(815) 838-8031,
